video,label,elbow_mean_idle,straight_ratio_idle,tripod_ratio,com_over_base_ratio,wall_dist_idle,wall_dist_move,wall_push_ratio,jerk_move,leg_drive_ratio,_n_frames,_n_moves,_idle_frames
E80.mp4,expert,126.99224497074682,0.2924731182795699,0.2581818181818182,0.4618181818181818,0.21487566073856887,0.11971384466023106,0.5571307549558852,0.02789768162080181,0.8064655230638781,550,4,465
E81.mp4,expert,137.7623485409594,0.48148148148148145,0.0,0.09090909090909091,0.04088127823336154,0.05870803410328786,1.436061255412657,0.13038321917440407,0.5038277904523317,275,3,162
E82.mp4,expert,121.35748711580149,0.1388888888888889,0.16770186335403728,0.8322981366459627,0.18304169440472998,0.11745423764886058,0.641680200863697,0.017717696863800987,0.520551952964238,322,2,252
E83.mp4,expert,157.33468042807272,0.8621621621621621,0.0,0.0,0.1379014704079079,0.12799583722483043,0.9281686958415755,0.05052046433654367,0.72460621061121,582,3,370
E84.mp4,expert,145.0454415465578,0.5448275862068965,0.0,0.0,0.061097395226868634,0.0811904198195364,1.3288685422573643,0.9941344290153042,0.03231200422254155,175,2,145
E85.mp4,expert,156.0655502943407,0.7181467181467182,0.002898550724637681,0.5855072463768116,0.09125948283569499,0.0901132080503003,0.9874392816596246,0.12690719616061102,0.7381528867291623,345,1,259
E86.mp4,expert,137.26158342511775,0.47513812154696133,0.22442244224422442,0.6831683168316832,0.1601266624946234,0.09470962700949719,0.5914669026340834,0.010734001190888508,0.5501288108506915,606,6,362
E87.mp4,expert,139.48107573525172,0.4115755627009646,0.5329512893982808,0.7335243553008596,0.14498838075072218,0.11884284337668777,0.8196714423916442,0.13132642250619367,0.7468088407886826,349,1,311
E88.mp4,expert,141.61395773812941,0.5497553017944535,0.18377693282636248,0.8770595690747782,0.18638538898083293,0.14795898196292503,0.7938335447517566,0.01664765214408553,0.6168497459942264,789,6,613
E89.mp4,expert,126.1967655313906,0.2917046490428441,0.24229979466119098,0.594798083504449,0.12356521748618436,0.1111731598699286,0.8997123392368512,0.006332092929443017,0.4955925804108327,1461,17,1097
E90.mp4,expert,88.55554919696884,0.14634146341463414,0.32873563218390806,0.832183908045977,0.11590104020511019,0.17833333962994818,1.5386688844868233,0.005636592922639714,0.4635453364748977,435,5,287
E91.mp4,expert,136.9350826716253,0.3888888888888889,0.255079006772009,0.8939051918735892,0.07166904131896118,0.08520473115189851,1.1888636668664296,0.02063986031046076,0.29768558719843197,443,1,396
E92.mp4,expert,145.18370758624775,0.4307116104868914,0.00303951367781155,0.0,0.07076561991581742,0.04613845804096937,0.6519896466103041,1.7564460032603861,0.251634271300486,329,3,267
E93.mp4,expert,147.62115371381591,0.42733188720173537,0.36923076923076925,0.9019230769230769,0.10923496102629138,0.06392798149969532,0.585233656392958,0.021511318129313513,0.5003284812194729,520,3,461
E94.mp4,expert,115.42271661603604,0.16498316498316498,0.6129032258064516,0.7923387096774194,0.124520344741019,0.04836649035284561,0.3884223623795453,0.040655126763321094,0.4512070011522441,496,4,297
E95.mp4,expert,148.74463132780045,0.5238095238095238,0.0,0.034782608695652174,0.11521194666514847,0.16987619357810985,1.4744667002908152,0.028908459114532603,0.7773585847938014,345,3,231
E96.mp4,expert,139.93971306247232,0.39054726368159204,0.03483606557377049,0.8094262295081968,0.1440209622350646,0.07045787682442642,0.4892195610888407,0.18329606146496993,0.6522019827125111,488,3,402
E97.mp4,expert,140.05177822918282,0.529126213592233,0.6464435146443515,0.6715481171548117,0.045930472325466085,0.022657203940110535,0.493293403268885,0.4573637100602632,0.7277777003417578,956,8,618
E98.mp4,expert,125.39242804110191,0.23829787234042554,0.0,0.026143790849673203,0.10838934314683374,0.09200866698132644,0.8488718154511303,0.10350996095647849,0.004739443993774856,306,2,235
E99.mp4,expert,127.0601030714835,0.34496644295302015,0.36326291079812206,0.7206572769953051,0.08418209699125377,0.05996767581976346,0.7123565560790002,0.10885232962648861,0.4658427552165055,1704,6,1490
N00.mp4,non_expert,123.70329143451102,0.34798534798534797,0.01386748844375963,0.3659476117103236,0.11880935637031038,0.1090156873807172,0.9175681237195744,0.1517117452457445,0.6006761716677109,1298,5,1092
N01.mp4,non_expert,137.70114244122354,0.2974683544303797,0.03784570596797671,0.4483260553129549,0.1001602858682892,0.07950505108297908,0.7937781173043681,0.18645230893542464,0.36768712656972974,687,9,474
N02.mp4,non_expert,119.8211259162017,0.19432773109243698,0.0,0.25328330206378985,0.28894035372659355,0.2117661042166654,0.7329059238571687,0.44440429934202347,0.08973386898827004,1066,2,952
N03.mp4,non_expert,130.72453833859564,0.3260038240917782,0.08091123330714847,0.3040062843676355,0.09505146418182808,0.09000784365868097,0.9469379032091715,0.6786710728786627,0.5253886052825937,1273,9,1046
N04.mp4,non_expert,84.12720030738963,0.02044790652385589,0.16761363636363635,0.7549715909090909,0.095423775723233,0.12402506129458943,1.2997289968594572,0.0021691469887670204,0.5469081570987063,1408,16,1027
N05.mp4,non_expert,99.581148240502,0.12012987012987013,0.2752808988764045,0.273876404494382,0.09881788372114007,0.11753611647487748,1.1894213896782646,0.08149426441197556,0.22608183417532443,712,3,616
N06.mp4,non_expert,125.31174867516228,0.34668508287292815,0.11232604373757456,0.25944333996023855,0.1252003128877815,0.135442441167898,1.0818058455751478,0.027210933685490754,0.6535019403208666,1006,6,724
N07.mp4,non_expert,149.88209274634212,0.5643835616438356,0.031578947368421054,0.23266787658802177,0.1425969202044835,0.15327497837094203,1.0748827352113839,0.7701457959914162,0.37797614188426426,2755,15,2190
N08.mp4,non_expert,134.27495190255118,0.397741530740276,0.11422845691382766,0.281563126252505,0.12254473693651559,0.12061819604274181,0.98427879658708,0.020288987036215678,0.5224919228897615,998,6,797
N09.mp4,non_expert,73.49904613160486,0.05133928571428571,0.034916201117318434,0.31843575418994413,0.08593305399443678,0.07441334235929523,0.8659454103034505,0.5589868122931456,0.5224247828799448,716,6,448
N10.mp4,non_expert,103.02686615731591,0.1422924901185771,0.050044682752457555,0.774798927613941,0.09981210878927083,0.11945872835739932,1.1968359133784903,0.2618466740344912,0.4072728694159657,1119,3,1012
N11.mp4,non_expert,129.72638205061574,0.36993699369936994,0.14635958395245172,0.6315007429420505,0.11956531435712976,0.09860931742868842,0.8247317352157401,0.47369088375159335,0.5219663040076753,1346,7,1111
N12.mp4,non_expert,73.90745866567762,0.02364394993045897,0.15354713313896987,0.2730806608357629,0.08320094171394019,0.07561391115495601,0.9088106517691075,0.2577171738903218,0.5676534259828251,1029,10,719
N13.mp4,non_expert,106.76159171048896,0.12751677852348994,0.1737891737891738,0.41025641025641024,0.11770734326990401,0.1453117063902259,1.2345168110018145,1.469161636574518,0.5385886611424491,351,2,298
N14.mp4,non_expert,110.71785838900708,0.18502202643171806,0.0626204238921002,0.48554913294797686,0.18059054593183552,0.22260332492810012,1.2326410081605954,0.12374606084908099,0.3813515886122228,1038,4,908
N15.mp4,non_expert,96.11020090855487,0.16393442622950818,0.16370808678500987,0.6272189349112426,0.09514634578644533,0.07290417819873085,0.7662319549301843,0.9720770231377813,0.33301557101147117,507,5,427
N16.mp4,non_expert,104.08954655238011,0.19875776397515527,0.1821247892074199,0.38954468802698144,0.11084589960158107,0.12790875757855444,1.1539330412669553,0.11461194284188524,0.39389143240029206,593,4,483
N18.mp4,non_expert,121.11215658691228,0.24225352112676057,0.014962593516209476,0.1596009975062344,0.1075261752728229,0.08352662504445846,0.7768026442352521,1.464468960228563,0.7364827722705449,401,3,355
N19.mp4,non_expert,146.54092182561584,0.4401114206128134,0.3752808988764045,0.5910112359550562,0.14598610351872263,0.1469584952623969,1.0066607824555147,0.06586107585649763,0.7442198919008601,445,2,359
N20.mp4,non_expert,128.35407857766634,0.23819742489270387,0.06188925081433225,0.3713355048859935,0.06790367539594296,0.05137437343819255,0.7565771009133184,0.13103841539932778,0.6597702008203276,614,6,466
N21.mp4,non_expert,120.90117659416902,0.23665893271461716,0.1415929203539823,0.26371681415929205,0.10720924226042314,0.12424593697353004,1.1589105823788688,0.8131970481606162,0.4805161678088606,565,5,431
N22.mp4,non_expert,123.43758908552569,0.3440366972477064,0.13761467889908258,0.42201834862385323,0.05883151515870859,0.0940342549859315,1.5983650726758696,0.008820304417940749,0.5114982717556994,327,6,218
N23.mp4,non_expert,133.63296305197858,0.4156804733727811,0.20310765815760268,0.08657047724750278,0.11511604280185189,0.09018517853248827,0.7834283432886907,0.0855119424330529,0.5891862403381606,901,8,676
N24.mp4,non_expert,104.09993630297829,0.1065989847715736,0.14583333333333334,0.41964285714285715,0.11711478877957607,0.11243207138844438,0.9600159207894373,0.01920312461707579,0.6165465862584476,336,1,197
N25.mp4,non_expert,124.5154875101298,0.3579474342928661,0.043343653250773995,0.6800825593395253,0.09421789978101144,0.048820885415029235,0.5181699055784884,0.14081943664225904,0.591179370528554,969,3,799
